RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2418,15602418,Miller,644,Spain,Male,40,4,36145.88,3,0,1,156735.74,0
2419,15602419,Garcia,545,Spain,Male,90,10,129975.0,3,1,0,191434.35,0
2420,15602420,Jones,354,France,Male,56,8,1252.01,3,0,1,152072.69,1
2421,15602421,Rodriguez,554,Spain,Female,31,5,81574.0,3,1,0,75559.56,0
2422,15602422,Davis,370,Germany,Female,80,4,232848.75,4,0,1,35846.27,1
2423,15602423,Brown,552,Germany,Female,91,1,26771.38,2,1,1,94445.02,0
2424,15602424,Rodriguez,536,Germany,Male,39,1,219869.73,3,1,0,115845.73,0
2425,15602425,Garcia,582,Spain,Female,88,2,22335.2,2,1,0,89189.15,0
2426,15602426,Wilson,539,Spain,Female,83,4,72142.84,4,0,1,116623.95,0
2427,15602427,Garcia,775,Spain,Male,90,9,234539.6,1,1,1,81182.42,0
2428,15602428,Williams,643,Germany,Female,56,1,198366.36,2,1,0,137715.02,1
2429,15602429,Jones,667,Germany,Male,84,10,189988.49,3,1,1,93595.21,1
2430,15602430,Miller,544,Spain,Male,79,0,90411.19,3,1,0,131342.94,1
2431,15602431,Brown,742,Spain,Female,81,1,84071.4,4,0,0,147925.56,1
2432,15602432,Wilson,789,France,Female,69,3,74614.54,1,1,0,78388.98,1
2433,15602433,Garcia,413,France,Male,32,1,237436.66,3,1,1,173173.57,1
2434,15602434,Wilson,842,Spain,Male,27,10,65603.74,4,0,0,76955.55,1
2435,15602435,Garcia,842,Germany,Female,69,4,25965.6,3,1,1,68713.92,1
2436,15602436,Rodriguez,518,Germany,Female,77,3,154893.62,3,0,0,173533.65,1
2437,15602437,Miller,528,Germany,Male,92,5,121496.1,3,1,1,186313.55,0
2438,15602438,Davis,556,France,Male,85,4,157017.46,1,0,1,41852.41,0
2439,15602439,Jones,577,France,Female,20,7,25440.5,4,1,0,58352.23,1
2440,15602440,Wilson,600,Germany,Male,55,1,138992.75,3,1,0,108458.29,0
2441,15602441,Garcia,830,Spain,Female,69,0,30665.3,1,0,1,29146.86,0
2442,15602442,Garcia,528,Germany,Male,23,1,109582.36,1,1,1,118827.93,1
2443,15602443,Wilson,367,Spain,Female,40,8,78150.27,1,1,0,30869.97,1
2444,15602444,Wilson,764,France,Female,74,6,169213.98,3,0,1,102493.34,0
2445,15602445,Miller,800,Germany,Female,85,9,101879.81,4,0,1,34336.55,0
2446,15602446,Jones,748,France,Male,47,5,205068.21,2,0,0,61699.94,0
2447,15602447,Wilson,589,Spain,Male,81,10,77439.0,2,1,1,171702.51,0
2448,15602448,Miller,595,Germany,Female,74,1,237673.51,3,0,0,143682.8,0
2449,15602449,Smith,818,Spain,Male,64,10,109238.23,3,0,1,166628.79,0
2450,15602450,Miller,442,Germany,Female,48,7,202444.53,3,0,0,178407.63,1
2451,15602451,Davis,830,Germany,Male,29,2,168054.79,2,0,0,60132.28,0
2452,15602452,Miller,793,France,Female,28,1,146395.22,2,1,1,84919.74,1
2453,15602453,Garcia,843,Spain,Female,66,5,175016.62,2,1,1,63231.17,0
2454,15602454,Johnson,616,France,Female,28,3,95511.63,4,0,0,140558.39,0
2455,15602455,Smith,455,Germany,Male,45,7,209375.34,4,1,0,112040.99,1
2456,15602456,Garcia,830,France,Female,66,10,33644.77,1,0,1,135756.41,0
2457,15602457,Brown,474,Spain,Female,25,1,27823.03,4,0,0,183169.47,0
2458,15602458,Brown,350,Germany,Female,68,4,117178.21,4,0,0,198363.07,1
2459,15602459,Davis,405,Germany,Male,77,6,36095.3,3,0,1,90002.87,1
2460,15602460,Johnson,675,Spain,Male,30,7,36820.44,3,1,0,134786.43,0
2461,15602461,Rodriguez,549,Germany,Male,23,3,221512.05,2,1,1,134324.85,1
2462,15602462,Jones,664,Spain,Female,56,1,147205.58,1,1,0,71351.24,0
2463,15602463,Wilson,699,France,Female,50,9,8297.59,4,0,0,66689.88,1
2464,15602464,Johnson,711,Germany,Female,24,1,138077.84,3,0,0,85450.15,0
2465,15602465,Wilson,550,Spain,Male,77,4,43787.88,3,0,0,123688.61,1
2466,15602466,Williams,749,Spain,Male,69,0,35148.92,1,1,0,114576.56,1
2467,15602467,Miller,755,Spain,Male,36,9,57976.25,3,0,1,46503.59,0
2468,15602468,Smith,559,Spain,Female,48,5,212820.76,4,1,1,184472.49,1
2469,15602469,Wilson,461,Germany,Female,33,0,219020.45,1,1,0,182395.77,0
2470,15602470,Williams,816,Germany,Male,42,1,142839.2,3,1,0,187029.06,1
2471,15602471,Wilson,582,France,Female,81,1,214255.07,1,0,0,75625.94,1
2472,15602472,Smith,807,Germany,Female,27,2,63412.3,4,0,1,27712.31,1
2473,15602473,Jones,626,France,Female,44,3,112054.51,3,0,1,155153.16,1
2474,15602474,Garcia,587,Germany,Female,25,0,96943.43,2,1,1,188931.04,1
2475,15602475,Brown,781,France,Female,48,0,56911.65,2,1,1,152199.2,1
2476,15602476,Miller,817,Spain,Female,61,1,194870.4,3,1,0,121463.25,1
2477,15602477,Brown,781,France,Male,62,6,4883.43,3,1,0,101893.26,1
2478,15602478,Wilson,749,Germany,Female,92,4,200686.57,4,0,0,30425.49,1
2479,15602479,Wilson,592,Spain,Female,75,5,72482.5,3,1,1,97653.6,1
2480,15602480,Williams,435,Spain,Male,55,8,84463.34,1,0,0,125682.46,1
2481,15602481,Davis,620,Spain,Female,19,6,94739.02,2,1,0,51511.94,0
2482,15602482,Davis,750,Germany,Female,22,9,191882.43,4,1,1,93416.25,1
2483,15602483,Garcia,370,Germany,Male,90,9,223270.03,4,0,1,52336.01,1
2484,15602484,Wilson,444,Germany,Female,26,10,196331.14,1,1,0,197787.64,0
2485,15602485,Williams,633,Germany,Female,40,2,165172.22,1,1,0,64609.73,0
2486,15602486,Brown,448,Germany,Male,24,2,53918.78,2,1,1,82026.19,1
2487,15602487,Smith,777,Spain,Female,47,10,229282.56,4,1,0,46238.55,1
2488,15602488,Rodriguez,800,Spain,Female,35,9,76380.14,2,1,0,101654.9,0
2489,15602489,Smith,752,Spain,Female,50,8,221445.31,3,1,1,158175.75,1
2490,15602490,Brown,404,France,Male,50,2,90527.5,3,0,0,71556.86,1
2491,15602491,Davis,739,Spain,Male,64,5,200178.6,4,1,1,113427.73,0
2492,15602492,Williams,371,France,Male,39,1,62276.61,1,1,0,181373.24,0
2493,15602493,Wilson,846,Germany,Female,89,6,241114.52,2,0,1,117513.46,1
2494,15602494,Williams,820,Germany,Female,43,1,62899.58,2,1,1,161468.67,0
2495,15602495,Wilson,768,France,Female,91,6,77427.38,1,1,0,54546.41,0
2496,15602496,Rodriguez,635,Germany,Male,78,0,4846.53,1,0,0,110143.5,1
2497,15602497,Miller,700,France,Male,20,2,170276.4,1,0,1,78561.94,1
2498,15602498,Jones,384,Spain,Female,85,7,154878.5,1,0,1,87100.24,0
2499,15602499,Garcia,513,Germany,Male,30,5,42779.32,4,1,1,42453.93,0
2500,15602500,Brown,794,Germany,Female,25,7,133638.45,3,1,0,48316.01,1
2501,15602501,Rodriguez,837,Spain,Male,48,8,54041.85,1,1,0,161167.98,1
2502,15602502,Miller,578,Germany,Male,47,2,100333.98,1,1,1,105031.85,0
2503,15602503,Wilson,674,Spain,Male,30,5,11071.2,1,1,1,125767.84,1
2504,15602504,Williams,364,Germany,Male,62,1,142864.32,1,0,0,114444.65,1
2505,15602505,Williams,471,France,Male,90,7,210444.3,3,0,1,121243.21,0
2506,15602506,Wilson,815,France,Female,86,10,227138.57,3,0,0,91577.7,0
2507,15602507,Wilson,680,Spain,Male,54,9,41218.42,1,1,1,167793.09,1
2508,15602508,Jones,706,France,Female,41,4,140322.1,4,0,1,40105.75,0
2509,15602509,Miller,657,France,Male,26,2,75094.79,4,1,0,154347.74,1
2510,15602510,Garcia,595,France,Female,56,3,158839.1,2,1,1,128300.82,1
2511,15602511,Rodriguez,603,France,Female,64,7,27579.41,4,1,0,179922.15,0
2512,15602512,Williams,664,Germany,Male,46,4,232023.95,1,1,0,65672.18,1
2513,15602513,Smith,670,France,Male,90,4,2370.94,1,1,1,101756.55,1
2514,15602514,Davis,415,Spain,Male,69,6,173630.71,2,0,1,59722.82,0
2515,15602515,Smith,463,Spain,Male,24,9,190118.66,3,0,0,138966.28,0
2516,15602516,Garcia,473,France,Male,76,2,204898.07,4,1,0,59138.69,1
2517,15602517,Davis,642,France,Male,26,8,66473.81,2,0,1,126055.69,1
2518,15602518,Garcia,760,Spain,Male,38,9,134676.0,2,1,1,140034.46,1
2519,15602519,Garcia,758,France,Female,49,9,4969.77,2,0,1,156138.12,0
2520,15602520,Jones,588,Germany,Male,69,5,2649.44,2,0,0,119183.38,0
2521,15602521,Davis,503,Spain,Female,26,10,77941.04,2,1,1,57389.71,1
2522,15602522,Miller,483,Germany,Male,54,2,160324.41,1,1,1,123751.29,0
2523,15602523,Davis,576,Spain,Female,91,3,155493.2,3,0,1,121621.6,1
2524,15602524,Miller,787,France,Male,62,2,128346.04,2,1,1,47644.32,0
2525,15602525,Brown,476,France,Female,47,4,85096.73,2,0,0,197294.45,1
2526,15602526,Jones,401,France,Male,55,7,233351.16,1,1,0,145770.08,1
2527,15602527,Williams,378,France,Male,62,0,81049.17,1,1,0,33847.56,0
2528,15602528,Miller,399,France,Female,29,5,236802.48,3,1,0,162754.65,1
2529,15602529,Smith,489,France,Male,56,5,98317.57,1,0,0,80553.79,1
2530,15602530,Johnson,417,Spain,Male,83,0,235345.08,1,0,0,166236.15,1
2531,15602531,Smith,528,Germany,Male,57,9,240249.5,1,1,0,73304.5,1
2532,15602532,Miller,533,Spain,Male,68,6,199385.46,2,0,1,87820.12,0
2533,15602533,Davis,411,Germany,Female,35,1,167837.75,3,1,0,70029.12,0
2534,15602534,Smith,584,Spain,Male,58,0,72290.44,1,1,1,105185.22,1
2535,15602535,Davis,654,Spain,Female,27,4,47461.87,2,1,0,183451.74,0
2536,15602536,Wilson,369,France,Male,28,4,191322.62,4,0,0,149209.11,0
2537,15602537,Garcia,775,Germany,Male,86,9,51781.01,3,1,0,83316.01,0
2538,15602538,Rodriguez,617,France,Female,83,7,176930.39,3,0,1,187193.34,0
2539,15602539,Miller,671,France,Female,60,6,189686.35,2,1,1,43458.47,0
2540,15602540,Smith,595,France,Female,38,0,181000.61,1,1,1,39324.18,0
2541,15602541,Garcia,457,Spain,Female,54,0,116527.5,2,0,0,19446.21,1
2542,15602542,Wilson,577,Germany,Female,31,10,63825.81,3,0,1,97675.61,0
2543,15602543,Jones,548,Spain,Female,90,0,235954.83,4,1,1,80789.11,1
2544,15602544,Garcia,807,France,Male,72,4,88580.86,1,1,1,165995.09,0
2545,15602545,Jones,477,France,Male,74,3,147142.82,2,0,0,35593.52,1
2546,15602546,Davis,519,France,Male,78,7,120527.74,2,0,0,28890.12,1
2547,15602547,Rodriguez,596,France,Male,71,1,92794.16,4,0,0,171901.64,0
2548,15602548,Jones,690,France,Male,65,4,84253.81,1,0,1,66199.61,0
2549,15602549,Rodriguez,731,Germany,Male,90,9,229600.67,2,1,1,129908.51,0
2550,15602550,Rodriguez,611,Spain,Male,57,6,24349.18,2,0,0,161683.46,1
2551,15602551,Brown,619,France,Male,21,0,145065.78,3,0,1,39903.81,1
2552,15602552,Wilson,829,France,Male,80,4,26589.15,4,1,1,88529.34,1
2553,15602553,Williams,612,Germany,Female,42,5,24944.02,4,0,0,73996.51,1
2554,15602554,Miller,673,Spain,Male,18,2,31848.69,1,0,0,180361.52,1
2555,15602555,Smith,540,Spain,Female,75,1,46113.05,1,1,0,166952.5,0
2556,15602556,Rodriguez,785,Germany,Male,82,0,84203.56,4,1,1,18254.46,0
2557,15602557,Williams,461,Germany,Male,80,8,138331.32,3,1,0,120903.61,1
2558,15602558,Brown,563,France,Female,35,7,97727.01,3,1,1,67556.89,0
2559,15602559,Williams,431,Spain,Male,50,8,136054.96,4,0,0,56420.11,1
2560,15602560,Brown,586,France,Female,64,0,56590.94,1,0,0,142135.52,1
2561,15602561,Davis,673,Germany,Male,51,1,151070.69,2,1,0,82814.61,0
2562,15602562,Jones,582,France,Male,31,9,201059.36,2,1,1,191718.49,0
2563,15602563,Jones,721,Spain,Female,89,8,167270.17,2,1,0,194076.25,0
2564,15602564,Jones,390,Spain,Male,43,1,128917.17,1,0,1,11844.42,1
2565,15602565,Johnson,707,Germany,Male,38,5,159045.22,4,0,1,69245.64,0
2566,15602566,Rodriguez,534,Spain,Male,91,4,198096.23,4,1,0,66223.32,1
2567,15602567,Rodriguez,458,France,Male,43,1,65669.03,3,1,1,69793.47,0
2568,15602568,Williams,584,Spain,Female,52,0,113748.49,3,0,0,50810.97,1
2569,15602569,Jones,482,Germany,Female,18,9,235642.05,2,0,0,84705.04,1
2570,15602570,Johnson,445,Germany,Female,56,1,1076.75,4,0,0,41887.64,1
2571,15602571,Miller,469,France,Male,62,7,231364.91,4,0,0,140234.57,0
2572,15602572,Johnson,363,Germany,Female,60,4,101750.92,1,0,1,52913.29,0
2573,15602573,Davis,826,Spain,Male,25,4,110203.08,4,1,1,176594.66,1
2574,15602574,Wilson,767,Germany,Female,83,4,129191.12,4,0,0,87004.63,0
2575,15602575,Smith,377,Spain,Female,18,1,111128.95,2,1,1,119083.18,1
2576,15602576,Wilson,451,France,Male,74,8,25815.85,1,1,0,119009.54,1
2577,15602577,Smith,368,Spain,Male,39,1,67012.38,3,0,1,73495.64,1
2578,15602578,Garcia,493,France,Male,47,10,165494.86,3,1,1,81064.86,0
2579,15602579,Brown,640,France,Female,21,3,181723.18,3,0,0,176522.48,0
2580,15602580,Jones,666,Germany,Male,67,10,101054.62,3,0,1,146350.28,1
2581,15602581,Garcia,470,France,Female,45,9,217263.3,4,0,1,106247.69,0
2582,15602582,Brown,755,Germany,Female,85,6,214455.66,2,0,1,135182.08,1
2583,15602583,Rodriguez,582,Germany,Male,51,1,247758.24,2,1,0,160295.87,1
2584,15602584,Wilson,549,Spain,Male,73,0,91322.82,1,1,0,166703.74,1
2585,15602585,Wilson,414,France,Male,67,2,84750.29,4,0,1,152521.92,1
2586,15602586,Jones,555,France,Female,19,1,234667.88,3,1,1,10931.49,0
2587,15602587,Wilson,717,France,Female,34,7,173902.55,1,1,1,191215.28,0
2588,15602588,Miller,514,France,Male,60,0,155284.49,2,1,0,11346.72,0
2589,15602589,Johnson,691,Germany,Male,28,5,106033.1,4,0,1,46580.03,1
2590,15602590,Jones,845,Germany,Male,35,1,213853.93,1,0,0,134478.23,0
2591,15602591,Rodriguez,787,Spain,Female,91,9,12808.5,4,1,0,47362.01,0
2592,15602592,Johnson,381,Spain,Female,85,1,123447.56,4,0,1,172654.87,1
2593,15602593,Miller,721,Spain,Male,35,2,246956.46,2,0,0,88025.53,0
2594,15602594,Rodriguez,722,Spain,Female,33,7,96101.62,2,0,0,46020.83,1
2595,15602595,Johnson,703,Germany,Female,48,6,126685.74,3,0,1,171047.17,1
2596,15602596,Jones,357,France,Male,46,9,166606.29,2,0,1,36583.28,0
2597,15602597,Davis,762,Spain,Male,40,6,222015.86,2,1,1,124952.54,1
2598,15602598,Williams,829,France,Female,41,9,103618.58,3,1,1,139920.89,1
2599,15602599,Brown,760,Germany,Female,87,6,126823.91,1,0,1,158799.2,0
2600,15602600,Brown,373,Spain,Female,21,9,176883.11,1,1,1,100991.53,1
2601,15602601,Miller,709,Spain,Male,67,2,194999.69,4,0,0,185235.93,0
2602,15602602,Williams,358,Germany,Female,67,3,116990.52,1,1,0,178401.65,1
2603,15602603,Davis,721,France,Male,36,3,81000.22,3,0,0,43289.73,1
2604,15602604,Miller,686,Germany,Female,77,3,180370.98,2,1,1,172015.84,1
2605,15602605,Miller,384,Germany,Male,50,7,67358.09,1,0,0,101102.01,0
2606,15602606,Davis,843,Spain,Male,45,8,106424.13,3,1,1,173940.59,0
2607,15602607,Johnson,432,Spain,Female,38,3,51998.57,1,0,1,85605.32,0
2608,15602608,Smith,730,Germany,Male,91,2,157069.65,2,1,0,192694.23,0
2609,15602609,Johnson,370,Spain,Male,28,2,159169.18,2,1,1,154874.37,1
2610,15602610,Rodriguez,528,France,Male,18,7,33433.58,1,1,0,114578.51,0
2611,15602611,Rodriguez,590,Spain,Male,73,10,179117.49,4,1,0,129553.82,1
2612,15602612,Johnson,430,Germany,Female,63,5,22843.6,1,0,1,178150.35,0
2613,15602613,Rodriguez,408,Germany,Female,86,4,177501.32,2,1,0,49518.33,0
2614,15602614,Smith,457,Spain,Male,75,2,32250.48,3,0,0,151706.22,0
2615,15602615,Smith,711,France,Female,36,10,68664.51,4,1,0,119119.97,1
2616,15602616,Wilson,422,Germany,Male,32,6,177366.05,2,0,1,169644.43,1
2617,15602617,Wilson,547,Germany,Female,57,0,62182.31,1,1,1,62905.15,1
2618,15602618,Johnson,832,France,Female,30,6,97740.93,4,0,0,140297.11,1
2619,15602619,Jones,753,Germany,Female,88,0,24963.09,1,1,1,66871.5,1
2620,15602620,Williams,614,France,Male,55,1,29753.82,1,1,0,134297.42,1
2621,15602621,Wilson,643,Germany,Female,30,3,30542.26,2,1,1,40361.47,0
2622,15602622,Williams,418,Germany,Male,59,8,209363.32,2,1,1,130832.59,0
2623,15602623,Miller,821,Spain,Male,57,7,248764.62,2,1,0,123204.73,0
2624,15602624,Johnson,394,France,Female,38,5,79835.32,4,0,1,94611.06,0
2625,15602625,Davis,370,France,Male,74,4,132881.05,1,0,0,58398.15,1
2626,15602626,Rodriguez,806,Germany,Male,78,1,209192.51,4,0,1,167095.29,0
2627,15602627,Williams,661,France,Female,60,4,165187.72,3,0,0,71937.15,1
2628,15602628,Wilson,558,Spain,Female,74,7,149896.09,1,0,0,159198.35,0
2629,15602629,Smith,712,Spain,Female,77,6,242891.47,4,1,1,155740.32,0
2630,15602630,Johnson,549,France,Female,85,9,116188.7,1,0,1,135266.54,0
2631,15602631,Williams,409,France,Male,66,8,148778.17,4,0,0,183928.52,0
2632,15602632,Jones,584,Spain,Male,34,10,126896.83,2,0,1,63345.02,0
2633,15602633,Johnson,732,France,Female,91,9,31661.46,1,1,1,187657.84,0
2634,15602634,Brown,616,Germany,Female,87,8,169156.53,2,1,1,107380.61,0
2635,15602635,Rodriguez,745,Spain,Male,91,7,98981.43,2,0,0,132559.48,1
2636,15602636,Brown,604,Germany,Female,92,9,212413.31,3,1,1,97885.41,1
2637,15602637,Jones,491,France,Male,75,6,145382.6,2,1,0,83264.26,1
2638,15602638,Jones,684,France,Female,75,5,248378.61,1,1,0,187969.72,1
2639,15602639,Brown,524,Germany,Male,84,5,238701.19,1,1,1,79136.11,1
2640,15602640,Garcia,609,France,Female,60,6,166498.29,1,1,1,109987.05,0
2641,15602641,Jones,696,France,Female,44,0,249019.67,1,1,1,191887.29,0
2642,15602642,Brown,511,Germany,Male,18,7,126965.27,2,1,0,38236.32,0
2643,15602643,Rodriguez,514,Spain,Male,48,3,102200.06,3,0,1,139602.4,0
2644,15602644,Williams,464,France,Male,68,5,48891.86,4,0,1,141927.59,1
2645,15602645,Johnson,495,Germany,Female,37,4,148558.88,1,0,0,194029.99,0
2646,15602646,Jones,596,Spain,Male,55,6,198052.66,3,0,0,144968.62,1
2647,15602647,Miller,526,Germany,Female,23,2,9186.96,4,0,1,57780.53,0
2648,15602648,Davis,848,Spain,Female,64,9,68523.68,4,1,0,155534.55,0
2649,15602649,Rodriguez,638,France,Male,36,7,169250.2,1,1,1,15636.11,1
2650,15602650,Johnson,813,France,Male,37,8,162276.85,1,1,1,66247.53,1
2651,15602651,Rodriguez,705,Spain,Male,18,4,92744.6,3,1,1,19700.47,1
2652,15602652,Brown,711,Spain,Female,18,7,124604.76,3,0,0,132771.54,1
2653,15602653,Davis,789,France,Male,51,10,205870.14,1,0,0,141913.37,0
2654,15602654,Davis,639,Spain,Male,72,9,4343.0,2,0,0,117204.42,1
2655,15602655,Miller,696,France,Female,31,7,193314.73,1,1,1,14513.83,0
2656,15602656,Miller,697,France,Male,22,0,51801.6,2,1,1,126204.27,1
2657,15602657,Davis,656,Spain,Male,32,6,45580.38,1,0,0,153432.75,0
2658,15602658,Wilson,726,Germany,Male,38,9,229966.2,2,0,0,171519.16,0
2659,15602659,Smith,595,France,Male,40,6,10530.93,1,0,0,107072.49,1
2660,15602660,Garcia,733,Spain,Male,76,0,78889.13,3,1,1,159964.33,0
2661,15602661,Smith,554,France,Male,38,10,129638.28,1,0,0,90063.8,0
2662,15602662,Jones,482,Spain,Female,64,8,144897.47,2,1,1,87586.86,1
2663,15602663,Smith,681,Spain,Female,74,2,173693.62,3,1,0,78739.56,0
2664,15602664,Garcia,631,Spain,Female,78,7,136863.74,3,0,1,10684.67,1
2665,15602665,Davis,512,Spain,Female,76,0,248501.86,1,0,1,191164.2,0
2666,15602666,Rodriguez,506,France,Female,84,0,198891.36,2,0,1,140533.31,0
2667,15602667,Davis,481,France,Female,21,0,85400.03,4,0,1,16322.32,1
2668,15602668,Davis,627,Germany,Male,43,1,172493.43,4,1,1,199896.82,1
2669,15602669,Johnson,423,Spain,Male,33,2,190242.37,3,0,1,55262.25,1
2670,15602670,Jones,392,Spain,Male,28,9,150982.57,3,0,1,10524.98,0
2671,15602671,Garcia,350,Germany,Female,80,1,91754.77,1,1,1,133284.21,0
2672,15602672,Garcia,773,Spain,Male,54,3,56233.85,3,1,1,96072.22,0
2673,15602673,Jones,561,France,Male,59,1,22897.69,1,0,1,19689.29,0
2674,15602674,Garcia,634,Germany,Female,21,2,2955.16,1,0,1,136373.52,1
2675,15602675,Williams,701,Germany,Male,40,0,20477.1,2,1,1,181848.76,1
2676,15602676,Jones,681,Spain,Female,47,9,105565.24,4,1,1,167969.15,0
2677,15602677,Miller,427,Spain,Female,39,0,70320.16,4,1,0,76352.16,0
2678,15602678,Garcia,499,France,Female,29,3,59588.87,2,1,1,161282.06,1
2679,15602679,Wilson,744,Germany,Female,66,8,28803.07,4,0,1,75265.96,0
2680,15602680,Garcia,504,Germany,Male,64,8,74568.67,4,0,1,61845.33,0
2681,15602681,Rodriguez,379,France,Female,82,6,42728.86,1,1,1,58543.44,1
2682,15602682,Smith,639,Germany,Female,44,2,64609.26,2,1,0,195062.71,0
2683,15602683,Johnson,811,France,Male,25,8,92986.2,1,1,1,138711.32,1
2684,15602684,Wilson,463,France,Male,49,5,206688.2,4,0,0,19939.91,1
2685,15602685,Brown,683,Spain,Male,23,2,36949.18,4,1,0,75771.42,1
2686,15602686,Williams,354,Spain,Female,55,8,206558.59,4,0,0,193993.26,1
2687,15602687,Garcia,847,Germany,Female,87,4,111714.11,4,0,1,43155.94,0
2688,15602688,Garcia,840,France,Female,88,4,170548.23,2,0,1,91658.21,1
2689,15602689,Williams,605,Spain,Male,52,5,200152.43,2,1,1,174211.77,1
2690,15602690,Wilson,820,Germany,Female,87,8,115256.04,4,1,1,62968.33,1
2691,15602691,Garcia,738,Spain,Male,48,4,1067.85,2,0,1,198996.99,0
2692,15602692,Miller,842,Germany,Female,41,7,83217.84,1,0,1,81606.61,0
2693,15602693,Rodriguez,658,France,Male,37,4,210372.27,3,1,1,124768.14,1
2694,15602694,Miller,558,France,Male,64,6,138596.1,4,0,0,143233.81,0
2695,15602695,Smith,844,Spain,Male,71,5,153322.28,1,1,0,29406.24,0
2696,15602696,Williams,711,France,Female,56,3,62018.95,2,1,0,163600.99,1
2697,15602697,Johnson,624,Spain,Male,54,4,114142.07,3,1,0,173699.71,0
2698,15602698,Williams,670,France,Male,87,0,122885.68,2,1,0,182172.43,1
2699,15602699,Johnson,513,Germany,Female,62,9,215441.52,3,1,1,54012.89,1
2700,15602700,Miller,712,Spain,Male,84,0,41311.84,2,1,0,24445.03,0
2701,15602701,Rodriguez,710,Germany,Female,73,9,10375.91,3,1,1,121973.07,1
2702,15602702,Williams,624,Germany,Male,86,4,112251.88,1,1,0,18446.64,0
2703,15602703,Brown,779,Germany,Male,87,8,216761.93,4,0,0,49825.55,0
2704,15602704,Smith,456,Spain,Female,84,6,245040.69,2,1,1,113576.61,0
2705,15602705,Davis,833,Germany,Female,41,7,36006.29,4,1,0,147251.29,0
2706,15602706,Smith,608,Spain,Female,89,3,207790.46,4,0,0,87272.98,0
2707,15602707,Brown,486,Germany,Female,65,7,60679.47,4,0,0,191267.57,0
2708,15602708,Garcia,605,Germany,Male,25,4,82647.91,3,1,1,51481.56,0
2709,15602709,Garcia,462,Germany,Male,39,8,86097.73,4,0,1,144745.3,1
2710,15602710,Smith,740,Germany,Male,60,5,84437.79,4,0,1,179550.88,1
2711,15602711,Smith,500,France,Male,71,7,242766.5,1,1,1,131150.04,1
2712,15602712,Davis,795,Germany,Female,47,8,97743.54,3,1,0,66433.79,1
2713,15602713,Rodriguez,693,Spain,Female,81,3,51807.27,2,0,0,63850.46,1
2714,15602714,Miller,623,Spain,Female,21,0,164808.87,4,0,0,138704.14,1
2715,15602715,Miller,648,Germany,Female,38,6,68646.73,4,1,0,130874.21,1
2716,15602716,Brown,380,France,Male,24,3,214863.66,2,0,0,55851.54,1
2717,15602717,Johnson,793,Spain,Male,87,3,61937.78,4,0,1,179307.58,0
2718,15602718,Smith,626,Germany,Male,32,5,204652.37,2,1,1,169163.99,0
2719,15602719,Miller,556,Spain,Male,34,10,163984.26,4,0,1,23466.77,1
2720,15602720,Davis,537,Germany,Female,65,7,174209.4,3,1,1,74719.05,1
2721,15602721,Wilson,641,Spain,Female,21,5,81052.54,2,1,0,116997.55,0
2722,15602722,Garcia,408,Spain,Female,54,1,139787.69,3,0,1,34886.48,1
2723,15602723,Williams,764,France,Female,85,10,244129.23,2,0,1,133521.15,0
2724,15602724,Johnson,662,Germany,Male,29,4,208057.68,3,1,1,145001.18,1
2725,15602725,Williams,380,France,Male,35,7,157668.76,3,1,0,14886.92,0
2726,15602726,Jones,836,France,Male,64,10,214560.76,2,0,0,150187.07,1
2727,15602727,Jones,354,Germany,Male,92,3,249667.08,4,0,1,132357.29,0
2728,15602728,Wilson,478,France,Male,29,8,225294.56,3,0,1,100857.09,1
2729,15602729,Wilson,640,France,Male,54,7,151945.53,3,0,0,162090.68,0
2730,15602730,Williams,516,Spain,Female,19,1,138422.04,1,0,0,161984.08,0
2731,15602731,Jones,760,Germany,Female,78,1,50532.15,4,0,1,91228.6,1
2732,15602732,Johnson,445,Spain,Male,55,2,28993.63,1,0,0,156921.7,0
2733,15602733,Brown,607,France,Male,23,1,72499.79,3,0,0,127433.12,0
2734,15602734,Rodriguez,629,Germany,Male,92,6,169356.77,3,1,0,45768.62,0
2735,15602735,Wilson,794,Germany,Male,83,2,17525.91,2,0,1,84585.47,0
2736,15602736,Johnson,576,France,Male,73,10,99673.09,1,1,0,183143.89,0
2737,15602737,Smith,789,Germany,Male,88,9,23060.43,1,1,1,16795.3,0
2738,15602738,Johnson,472,Germany,Male,38,0,190860.61,2,1,1,122562.41,1
2739,15602739,Smith,840,Spain,Male,50,8,118687.31,4,1,0,167011.5,1
2740,15602740,Garcia,527,Germany,Male,63,10,114807.57,2,0,1,153621.5,0
2741,15602741,Johnson,551,France,Male,81,10,125957.13,1,0,0,69936.88,1
2742,15602742,Smith,838,France,Female,44,0,106131.39,4,0,0,75620.3,1
2743,15602743,Davis,817,Germany,Female,68,10,151149.01,2,0,0,141104.14,0
2744,15602744,Smith,602,France,Female,84,0,195337.72,4,0,1,134633.23,1
2745,15602745,Brown,477,France,Male,56,3,211095.01,4,1,1,65698.99,0
2746,15602746,Wilson,798,Germany,Male,49,7,83763.44,1,1,0,37006.72,1
2747,15602747,Rodriguez,779,Germany,Male,65,8,236387.64,3,1,1,199797.87,0
2748,15602748,Brown,667,France,Female,21,3,229834.48,2,0,1,104165.72,0
